iter	Logloss
157	0.2710774342
158	0.2705855084
159	0.2704713212
160	0.2700746825
161	0.2698525521
162	0.2697021237
163	0.2695729131
164	0.269522032
165	0.2693477899
166	0.2692348651
167	0.2687796517
168	0.2687093407
169	0.2686579667
170	0.2685235576
171	0.2681604619
172	0.2681382247
173	0.268064489
174	0.2679541222
175	0.2679315117
176	0.2679062055
177	0.2678714122
178	0.267673618
179	0.2675803903
180	0.2674396059
181	0.2672664684
182	0.2671990767
183	0.2670696985
184	0.267000004
185	0.2669011301
186	0.2667278555
187	0.2667154642
188	0.2666190062
189	0.2666004769
190	0.2664941205
191	0.266310946
192	0.2662566514
193	0.2661016289
194	0.2660909126
195	0.2657934827
196	0.2656941901
197	0.2655064629
198	0.2653843793
199	0.2653053324
200	0.2652783224
201	0.2651614125
202	0.2650127459
203	0.2649520805
204	0.2648440837
205	0.2647123525
206	0.2644947751
207	0.2644383649
208	0.2642205287
209	0.2641419695
210	0.2639482965
211	0.263845103
212	0.2637755346
213	0.2637365395
214	0.2636877054
215	0.2636207597
216	0.2635748353
217	0.2634500438
218	0.263379472
219	0.2633389261
220	0.2632705568
221	0.2632121824
222	0.2631570483
223	0.2630548265
224	0.2630282834
225	0.2629140742
226	0.2628581348
227	0.2628029466
228	0.2627552587
229	0.262618756
230	0.2625436355
231	0.2624903072
232	0.2624099837
233	0.2623836844
234	0.2623422839
235	0.2622826491
236	0.262216944
237	0.2621458711
238	0.2619693406
239	0.2619433539
240	0.2619250455
241	0.2618254817
242	0.2617468664
243	0.2617157041
244	0.2616329302
245	0.2614969348
246	0.2614224872
247	0.2613151187
248	0.261214659
249	0.2610926534
250	0.2610621016
251	0.2609478156
252	0.2608536897
253	0.2607432666
254	0.2606947536
255	0.2606330005
256	0.2604604432
257	0.2604138549
258	0.2603993933
259	0.2602985908
260	0.2601233181
261	0.2599795221
262	0.2599571412
263	0.2598862895
264	0.2598107402
265	0.2597103636
266	0.2596500681
267	0.2595847682
268	0.2594749063
269	0.2594694144
270	0.2593764453
271	0.2592157507
272	0.2591311458
273	0.2590818464
274	0.2590159202
275	0.2589801162
276	0.2589559783
277	0.2589348509
278	0.258827908
279	0.2587569176
280	0.2587025659
281	0.258657225
282	0.2585665721
283	0.2585529154
284	0.2585022415
285	0.2584512901
286	0.2584134986
287	0.2583647309
288	0.2581746729
289	0.2580155184
290	0.2579237938
291	0.2578637211
292	0.2577746802
293	0.2574879281
294	0.2574545092
295	0.2573973689
296	0.2573778564
297	0.2572453387
298	0.2572001623
299	0.2571503856
300	0.2571245177
301	0.2570752934
302	0.2570481396
303	0.2568394486
304	0.2567670047
305	0.25669453
306	0.2565769064
307	0.2565476482
308	0.2564715667
309	0.2564050216
310	0.2563169242
311	0.2562683045
312	0.2561449179
313	0.2560933601
314	0.2560787452
315	0.2559832794
316	0.2558002955
317	0.2556823782
318	0.2556701196
319	0.2556341946
320	0.2554981363
321	0.2554870606
322	0.2554104694
323	0.2553562839
324	0.2553277885
325	0.255281776
326	0.2552486873
327	0.2551650266
328	0.2551441096
329	0.2550097228
330	0.2550018741
331	0.2549553277
332	0.2548984808
333	0.2548798274
334	0.2547885421
335	0.2547150672
336	0.2546914166
337	0.2546275248
338	0.2545859988
339	0.2545422263
340	0.2544606499
341	0.2544106506
342	0.2543580848
343	0.2543335387
344	0.2543045946
345	0.2542241209
346	0.2541762821
347	0.2541086414
348	0.2540561647
349	0.2540022169
350	0.2539531512
351	0.2539331596
352	0.2538903368
353	0.253823895
354	0.2537520149
355	0.2536404574
356	0.2535804155
357	0.2534849677
358	0.2533879697
359	0.2533581165
360	0.2533517584
361	0.2532884685
362	0.253256734
363	0.2531692161
364	0.2531094103
365	0.2530745123
366	0.253047992
367	0.2529648386
368	0.2529348128
369	0.2528458243
370	0.2527951722
371	0.2527616159
372	0.2527154175
373	0.252655824
374	0.2525392291
375	0.252424156
376	0.2523577881
377	0.2522956933
378	0.2522506882
379	0.2522034846
380	0.2521926904
381	0.2521288426
382	0.2521196148
383	0.2520269211
384	0.2519969707
385	0.2519594877
386	0.2518903364
387	0.251840344
388	0.2517930672
389	0.251716613
390	0.2516570968
391	0.251648976
392	0.2516030877
393	0.2515159691
394	0.2515074645
395	0.251496807
396	0.2514261575
397	0.2513283707
398	0.2511792288
399	0.2511523034
400	0.2511018201
401	0.251054789
402	0.2510172731
403	0.2507200036
404	0.2506894051
405	0.2505782206
406	0.2505063854
407	0.250467975
408	0.2504365858
409	0.2504122183
410	0.250386975
411	0.2502530844
412	0.2501794077
413	0.2501134357
414	0.2500011959
415	0.2499460941
416	0.2499314763
417	0.2498816237
418	0.2498191615
419	0.2497139464
420	0.2496778176
421	0.24964911
422	0.2494633948
423	0.2494051952
424	0.2493758463
425	0.2493064794
426	0.2492226942
427	0.2491635838
428	0.2491238745
429	0.2490718511
430	0.2490680024
431	0.248965403
432	0.2489258209
433	0.2488959962
434	0.2488270828
435	0.2487843064
436	0.2487004823
437	0.2486278053
438	0.2485928091
439	0.2484735443
440	0.2484143007
441	0.2483786696
442	0.2483453625
443	0.2482915842
444	0.2482293387
445	0.248144697
446	0.2479675916
447	0.2478408789
448	0.2478216963
449	0.2477772157
450	0.247713004
451	0.2475843068
452	0.247523791
453	0.2475023961
454	0.2474594526
455	0.247443454
456	0.2474026277
457	0.2473476768
458	0.2472966895
459	0.2472242119
460	0.2471185184
461	0.2471004768
462	0.2470811383
463	0.2469976188
464	0.2469442556
465	0.2468835222
466	0.2467982596
467	0.2467678316
468	0.2467116077
469	0.246660259
470	0.2465345439
471	0.2464990826
472	0.2464755541
473	0.2463906875
474	0.2462831032
475	0.2462525966
476	0.2462104046
477	0.2460947604
478	0.2460174124
479	0.2459074694
480	0.2458769432
481	0.2458532958
482	0.245815106
483	0.2456981024
484	0.2455996226
485	0.2455457119
486	0.2454875002
487	0.2454339739
488	0.2453840694
489	0.2453370181
490	0.2453211755
491	0.245228863
492	0.2451168979
493	0.2450539961
494	0.244937042
495	0.2448737307
496	0.2448278107
497	0.244773994
498	0.2447019876
499	0.2446017864
500	0.2445447347
501	0.2445098597
502	0.2444571063
503	0.2443870061
504	0.2443630379
505	0.244289625
506	0.2442524473
507	0.2441802001
508	0.244164887
509	0.2440814486
510	0.2439943382
511	0.2439377775
512	0.2438798382
513	0.243855514
514	0.2438372536
515	0.2437654726
516	0.2436768548
517	0.2436309166
518	0.2435569706
519	0.2435247408
520	0.2434249322
521	0.2433298985
522	0.2432490792
523	0.2431899832
524	0.243156813
525	0.24306692
526	0.2429980143
527	0.2429628211
528	0.2428585636
529	0.2427537798
530	0.2426961885
531	0.2426170419
532	0.2425566926
533	0.2425398772
534	0.2423681294
535	0.2423281241
536	0.242275916
537	0.2421597488
538	0.24210904
539	0.2420474471
540	0.241962237
541	0.241896528
542	0.2418660352
543	0.2417993333
544	0.2417467291
545	0.241682186
546	0.2416750104
547	0.2416469398
548	0.2415729612
549	0.2415470164
550	0.2414002603
551	0.2413643097
552	0.2413004097
553	0.2412093217
554	0.2411764182
555	0.241090156
556	0.2409700107
557	0.2409218446
558	0.2408724508
559	0.2407909357
560	0.2406879869
561	0.2406582308
562	0.2406210554
563	0.240570511
564	0.2405160465
565	0.2404492249
566	0.2403953191
567	0.2403708893
568	0.240347299
569	0.2403319602
570	0.2402885726
571	0.2402355687
572	0.2402113346
573	0.2401574397
574	0.2400940163
575	0.2400345588
576	0.2399467814
577	0.2398872405
578	0.2398461305
579	0.2397286453
580	0.2397009365
581	0.2396803511
582	0.2395951
583	0.2395207972
584	0.2394986541
585	0.2394508617
586	0.2393955373
587	0.2393854348
588	0.2393039233
589	0.2392400999
590	0.2391766123
591	0.2391625802
592	0.239079593
593	0.2390005695
594	0.2389934397
595	0.2389670785
596	0.2389129792
597	0.2388854153
598	0.2387414961
599	0.2387062229
600	0.2386298992
601	0.2385940967
602	0.2385742794
603	0.2385357994
604	0.2384778435
605	0.238417876
606	0.2383314441
607	0.2383138849
608	0.238274614
609	0.238205794
610	0.2381756166
611	0.2381092512
612	0.2379973031
613	0.2379470641
614	0.2379267583
615	0.2378875827
616	0.2378603438
617	0.2378098976
618	0.2377857706
619	0.2377605279
620	0.2377147567
621	0.2376937547
622	0.2376532893
623	0.2376327647
624	0.23756174
625	0.2375281082
626	0.2374222793
627	0.2373741439
628	0.2373126646
629	0.2372309363
630	0.2371639434
631	0.2370900248
632	0.2370426162
633	0.2370240222
634	0.2369964551
635	0.2369591018
636	0.2368985277
637	0.2368632942
638	0.2367777404
639	0.2367157649
640	0.2366829902
641	0.2366597518
642	0.2366233715
643	0.2365641105
644	0.236510758
645	0.2364405648
646	0.23634619
647	0.236320027
648	0.2363107771
649	0.2362717764
650	0.2362144432
651	0.2362079814
652	0.2361931124
653	0.2361593817
654	0.2361283851
655	0.2360556268
656	0.2360204868
657	0.2359807559
658	0.2359370973
659	0.235864903
660	0.2358114081
661	0.2357641012
662	0.2357446612
663	0.2356671823
664	0.2356338855
665	0.2355908659
666	0.2355643277
667	0.2354902915
668	0.2354327088
669	0.2354172427
670	0.2353640096
671	0.2352687481
672	0.2352413979
673	0.2352001757
674	0.235182878
675	0.235158609
676	0.2351051233
677	0.2350045002
678	0.2349843598
679	0.2349133058
680	0.2348771487
681	0.2348253362
682	0.2347858341
683	0.2347370064
684	0.2346623368
685	0.234601058
686	0.2345337319
687	0.2345107358
688	0.2344715437
689	0.2344172993
690	0.2343693088
691	0.2343576499
692	0.2343162646
693	0.234269739
694	0.2342294553
695	0.2342038529
696	0.2340986996
697	0.2340844249
698	0.2340274153
699	0.2339667919
700	0.2339270465
701	0.2338969913
702	0.2338493061
703	0.2338146422
704	0.2337960012
705	0.2336972945
706	0.2336355252
707	0.2336012839
708	0.2335864978
709	0.233511235
710	0.2334807195
711	0.2334444656
712	0.2334003622
713	0.2332958662
714	0.2332377475
715	0.2331495248
716	0.2331003001
717	0.233037039
718	0.2328685468
719	0.2328014833
720	0.2326386539
721	0.2326023604
722	0.2325264635
723	0.2324896933
724	0.232428965
725	0.2323631707
726	0.2323460654
727	0.2322750305
728	0.2321949868
729	0.2321810394
730	0.2321410621
731	0.2320815578
732	0.2320766085
733	0.2320691241
734	0.2320471634
735	0.2320419961
736	0.2320007219
737	0.2319651636
738	0.2318809938
739	0.2318502466
740	0.2318299718
741	0.2318146323
742	0.2317717308
743	0.2316938783
744	0.2315973716
745	0.231555534
746	0.2315261692
747	0.2314585256
748	0.2314290306
749	0.2313798459
750	0.2312789747
751	0.2311755323
752	0.2311029888
753	0.2310517384
754	0.2310154379
755	0.2309655377
756	0.2309041893
757	0.2308508451
758	0.2308029646
759	0.2306839807
760	0.230662604
761	0.2306332839
762	0.230622519
763	0.2305538849
764	0.230521443
765	0.2305163102
766	0.230454491
767	0.2304091902
768	0.2303717886
769	0.2303194583
770	0.2302260317
771	0.2301837767
772	0.2301738975
773	0.2301453281
774	0.2300881608
775	0.2300376605
776	0.2300043767
777	0.229973247
778	0.2299254068
779	0.2298794922
780	0.2298246368
781	0.2297535299
782	0.2295848714
783	0.2295261387
784	0.2294634883
785	0.2294425141
786	0.2294404325
787	0.2294272142
788	0.2293690058
789	0.2293221266
790	0.2292841204
791	0.2292617576
792	0.2292216571
793	0.2291986723
794	0.229073109
795	0.2289813188
796	0.2289685957
797	0.2288728121
798	0.2288098547
799	0.228799782
800	0.2287694552
801	0.2287480005
802	0.2287143041
803	0.2286684665
804	0.2286560874
805	0.2285961777
806	0.2285628338
807	0.2285276241
808	0.2285111891
809	0.2284835673
810	0.228478606
811	0.2284410616
812	0.2283593384
813	0.2283412917
814	0.2283106919
815	0.2282553193
816	0.22819326
817	0.2281135182
818	0.2280874422
819	0.2280632788
820	0.2280189267
821	0.2279981654
822	0.2279755388
823	0.2279136023
824	0.2278489454
825	0.2278006756
826	0.2277731505
827	0.2277147984
828	0.2276842407
829	0.2276286866
830	0.2275966814
831	0.2275382031
832	0.2274945654
833	0.2274316262
834	0.2274197761
835	0.2273764412
836	0.2273393092
837	0.2273240606
838	0.2272993695
839	0.2272342152
840	0.2272033737
841	0.2271712547
842	0.2271240175
843	0.2270767747
844	0.2269797194
845	0.2268638311
846	0.2268301061
847	0.2267826241
848	0.2267026895
849	0.226618296
850	0.2265861412
851	0.2265707433
852	0.2265582205
853	0.2265554575
854	0.2265150657
855	0.2264838415
856	0.2264262526
857	0.226381938
858	0.226301072
859	0.2262540204
860	0.2261548558
861	0.2261080973
862	0.226086043
863	0.2260636611
864	0.2259704887
865	0.2259564744
866	0.2259365236
867	0.2258930432
868	0.2258515082
869	0.2257928557
870	0.2257592513
871	0.225729771
872	0.2257113878
873	0.225631484
874	0.2255831483
875	0.2255480387
876	0.2254963549
877	0.2254049035
878	0.2252624083
879	0.2252451574
880	0.2251670517
881	0.2251057616
882	0.2250964298
883	0.2250729337
884	0.2249964207
885	0.2249566734
886	0.2249456432
887	0.2248935917
888	0.224881314
889	0.2248717424
890	0.2247748926
891	0.2247454772
892	0.2246579674
893	0.2246155439
894	0.2246034025
895	0.2245300397
896	0.2244870141
897	0.2244267501
898	0.2244175113
899	0.2243966729
900	0.2243666002
901	0.224338439
902	0.22429256
903	0.2242154229
904	0.2242005937
905	0.2241871859
906	0.224172203
907	0.2241358579
908	0.2240607615
909	0.2240547268
